Model	Treatment	Treatment target	Treatment type	BestResponse	Day_BestResponse	BestAvgResponse	Day_BestAvgResponse	TimeToDouble	Day_Last	ResponseCategory
X-1980	BYL719	PIK3CA	single	94.6	20	29.7	13	24	33	PD
X-1980	BYL719 + LGH447	"PIK3CA,PIM"	combo	118.5	20	1.5	13	17.5	29	PD
X-1980	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	218.2	20	99.5	13	5.5	25	PD
X-1980	cetuximab	EGFR	single	-12.7	20	20.8	20	42.4	50	SD
X-1980	CGM097	MDM2	single	51.5	22	64.4	12	9.3	27	PD
X-1980	CKX620	MAPK	single	51.2	21	9	11	31.1	34	PD
X-1980	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-24.2	9	-17.6	13	60.1	85	SD-->PD
X-1980	HDM201	MDM2	single	111.5	23	-3.6	13	18.8	30	PD
X-1980	erlotinib	EGFR	single	1	20	4.4	13	21.7	35	SD-->PD
X-1980	HSP990	HSP90	single	-33.6	12	-24.1	12	61.6	63	SD-->PD
X-1980	INC280	MET	single	283.5	23	93.1	13	7	28	PD
X-1980	LCL161 + paclitaxel	"BIRC2,TUBB,Tubulin"	combo	69.5	33	28.8	12	21.5	42	PD
X-1980	LEE011	"CDK4,CDK6,CDK4/6"	single	46.3	74	17.5	11	19.3	83	PD
X-1980	LGH447	PIM	single	1.6	36	-11.8	12	46	56	SD-->PD
X-1980	LLM871	FGFR2/4	single	313.9	21	77.8	13	8.3	21	PD
X-1980	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-22.2	13	-12.7	20	44	44	SD-->PD
X-1980	paclitaxel	Tubulin	single	122.6	20	47.1	13	10.9	29	PD
X-1980	untreated	"UNKNOWN,Untreated"	single	133.3	20	34.5	13	13.1	34	PD
X-1980	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-43.8	17	-23.66	17	39.26829268	58	SD-->PD
X-1993	BGJ398	FGFR	single	213.5	19	60.1	13	9.7	19	PD
X-1993	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	115.1	23	22.9	11	12.9	23	PD
X-1993	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	86.1	21	1.3	11	22.1	46	PD
X-1993	BYL719	PIK3CA	single	-43.7	13	-21.6	16	36	48	SD-->PD
X-1993	BYL719 + LGH447	"PIK3CA,PIM"	combo	0.1	9	-0.9	13	30	30	SD
X-1993	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	37.2	57	1.7	13	43.8	97	PD
X-1993	cetuximab	EGFR	single	47.2	27	15.6	11	38.7	53	PD
X-1993	CGM097	MDM2	single	386.5	15	111	11	5.2	15	PD
X-1993	CKX620	MAPK	single	-95.8	67	-67.7	85	85	85	CR
X-1993	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-58.7	62	-41.5	62	80.1	95	PR-->-->PD
X-1993	HDM201	MDM2	single	194.6	15	74.4	11	5.5	15	PD
X-1993	erlotinib	EGFR	single	185	25	-2.3	11	17.7	28	PD
X-1993	HSP990	HSP90	single	66.9	35	38.6	11	39.5	47	PD
X-1993	INC280	MET	single	111.2	12	69.5	11	9.4	12	PD
X-1993	LCL161 + paclitaxel	"BIRC2,TUBB,Tubulin"	combo	-78.6	42	-36.4	55	66	95	PR-->PD
X-1993	LEE011	"CDK4,CDK6,CDK4/6"	single	180	22	50.7	11	6.7	28	PD
X-1993	LGH447	PIM	single	237	14	88.6	13	7.9	14	PD
X-1993	LLM871	FGFR2/4	single	411.5	19	80.3	11	8.1	19	PD
X-1993	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-49.2	84	-0.6	88	88	88	SD
X-1993	paclitaxel	Tubulin	single	296.4	12	96.4	11	5.7	12	PD
X-1993	untreated	"UNKNOWN,Untreated"	single	238.3	21	24.9	11	11	31	PD
X-1993	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-71.4	73	-42.06923077	94	124	124	PR
X-2017	BGJ398	FGFR	single	163.7	21	56.7	14	13.8	29	PD
X-2017	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	101.4	21	39	14	20.3	50	PD
X-2017	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-46.1	24	-25.6	38	105	105	SD-->PD
X-2017	BYL719	PIK3CA	single	22.6	10	17.9	14	40.1	50	SD-->PD
X-2017	BYL719 + LGH447	"PIK3CA,PIM"	combo	-1.8	28	-0.9	18	45.4	49	SD-->PD
X-2017	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	141	21	68.5	14	9.3	50	PD
X-2017	cetuximab	EGFR	single	249.7	21	74.3	11	7.3	26	PD
X-2017	CGM097	MDM2	single	130.1	24	50.3	14	12.7	35	PD
X-2017	CKX620	MAPK	single	-50.3	24	-25.8	92	92	92	PR-->-->PD
X-2017	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	131.9	21	26	14	15.4	29	PD
X-2017	HDM201	MDM2	single	157.3	21	100.5	14	5.9	35	PD
X-2017	erlotinib	EGFR	single	103.6	24	45.3	14	19.6	50	PD
X-2017	HSP990	HSP90	single	159.2	21	29	11	15.7	32	PD
X-2017	INC280	MET	single	235.6	21	43	14	14.9	29	PD
X-2017	LCL161 + paclitaxel	"BIRC2,TUBB,Tubulin"	combo	9.8	33	8.6	11	47	52	SD-->PD
X-2017	LEE011	"CDK4,CDK6,CDK4/6"	single	68.3	21	30.6	14	25.5	50	PD
X-2017	LGH447	PIM	single	112.9	21	43.9	14	20	50	PD
X-2017	LLM871	FGFR2/4	single	81.1	21	4.2	11	22.4	40	PD
X-2017	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-100	81	-79.1	89	89	89	CR
X-2017	paclitaxel	Tubulin	single	35.7	21	17.2	14	35.5	47	PD
X-2017	untreated	"UNKNOWN,Untreated"	single	361	21	104.1	14	8.4	29	PD
X-2017	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-100	55	-79.9225	143	162	162	CR-->-->PD
X-2026	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	-94.4	77	-64.3	101	101	101	PR
X-2026	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	83.2	21	25.9	12	25.5	32	PD
X-2026	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-36.6	25	-0.8	34	77.5	84	SD-->PD
X-2026	BYL719	PIK3CA	single	-4.9	10	-1.1	13	41.9	52	SD-->PD
X-2026	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	121.8	21	38.3	13	14.8	48	PD
X-2026	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	65.4	21	14.3	13	31	52	PD
X-2026	HDM201	MDM2	single	211.4	21	64.4	13	9.7	31	PD
X-2026	figitumumab + binimetinib	"IGF1R,MAPK"	combo	46.5	20	34	12	31.3	33	PD
X-2026	gemcitabine-50mpk	chemotherapy	single	-100	71	-71.5	88	88	88	CR
X-2026	INC424	JAK	single	120.5	21	17.2	11	19.1	53	PD
X-2026	INC424 + binimetinib	"JAK,MAPK"	combo	27.9	52	20.2	11	20.8	84	SD
X-2026	WNT974	PORCN	single	175.1	22	22.6	12	16.5	30	PD
X-2026	LKA136	"NTRK1,NTRK2,NTRK3"	single	464.4	22	98.5	13	6.4	22	PD
X-2026	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-4.9	35	10.7	11	102	102	SD-->PD
X-2026	trametinib	MAPK	single	-3.2	12	9.1	18	51.1	52	SD-->PD
X-2026	untreated	"UNKNOWN,Untreated"	single	333.1	21	50.3	13	15.6	28	PD
X-2042	BGJ398	FGFR	single	214.7	26	29.7	12	18.3	26	PD
X-2042	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-34.8	10	-11.1	16	105	105	SD-->PD
X-2042	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-54.4	35	-35.6	35	49	49	PR
X-2042	BYL719	PIK3CA	single	-23.6	12	-17.8	15	91.2	110	SD-->PD
X-2042	BYL719 + LGH447	"PIK3CA,PIM"	combo	-25.5	15	-14.5	15	40.9	71	SD-->PD
X-2042	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	3.4	10	-1.8	15	46.2	78	SD-->PD
X-2042	cetuximab	EGFR	single	192.7	21	65.9	16	12.3	42	PD
X-2042	CGM097	MDM2	single	126.5	26	19.8	13	21.8	88	PD
X-2042	CKX620	MAPK	single	-59.9	45	-38.9	60	60	60	PR
X-2042	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-28.3	19	-18.8	19	98	124	SD-->PD
X-2042	HDM201	MDM2	single	178.5	21	68	16	11.6	42	PD
X-2042	erlotinib	EGFR	single	-37.4	15	-23.6	15	15	15	SD
X-2042	HSP990	HSP90	single	-82.5	108	-42.4	110	110	110	PR
X-2042	INC280	MET	single	30.7	29	14.8	13	69.7	111	SD-->PD
X-2042	LCL161 + paclitaxel	"BIRC2,TUBB,Tubulin"	combo	-86	85	-59.8	101	101	101	PR
X-2042	LEE011	"CDK4,CDK6,CDK4/6"	single	208	21	66.1	16	12.6	56	PD
X-2042	LGH447	PIM	single	16.7	19	15.5	13	41.3	68	SD-->PD
X-2042	LLM871	FGFR2/4	single	147.5	21	1.2	11	19	46	PD
X-2042	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	17.5	29	24.4	29	35	35	SD
X-2042	paclitaxel	Tubulin	single	119.3	21	34.2	12	18.3	25	PD
X-2042	untreated	"UNKNOWN,Untreated"	single	53.7	22	24.7	15	24.5	49	PD
X-2042	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-100	73	-77.1826087	182	182	182	CR
X-2043	abraxane	Tubulin	single	323.8	22	105.3	12	5.7	22	PD
X-2043	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	-49	105	-9	111	132	132	SD-->-->PD
X-2043	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	207.7	20	59	13	10.7	27	PD
X-2043	BKM120 + LDE225	"panPI3K,SMO"	combo	176.9	22	40.3	12	10.6	29	PD
X-2043	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-17.7	22	5	13	50.3	132	SD-->PD
X-2043	BYL719	PIK3CA	single	76.2	20	31	13	27.4	34	PD
X-2043	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	43.6	32	11.3	11	54	70	PD
X-2043	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	44.1	20	20.5	13	62.3	79	PD
X-2043	HDM201	MDM2	single	65.9	21	30.9	14	31.8	45	PD
X-2043	figitumumab	IGF1R	single	241.4	22	36.1	12	11.8	29	PD
X-2043	figitumumab + binimetinib	"IGF1R,MAPK"	combo	378.3	20	172.3	13	2	27	PD
X-2043	gemcitabine-50mpk	chemotherapy	single	9.9	10	25.8	14	14	14	SD
X-2043	INC424	JAK	single	72.8	23	34.9	13	30	65	PD
X-2043	INC424 + binimetinib	"JAK,MAPK"	combo	5.7	29	-8	12	76.1	99	SD-->PD
X-2043	LEE011	"CDK4,CDK6,CDK4/6"	single	147.4	21	57.5	11	10.3	23	PD
X-2043	LKA136	"NTRK1,NTRK2,NTRK3"	single	155.7	24	50.7	13	13.4	24	PD
X-2043	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-35	10	-15.8	19	27	27	SD
X-2043	binimetinib-3.5mpk	MAPK	single	129.7	20	32.5	13	18	27	PD
X-2043	untreated	"UNKNOWN,Untreated"	single	310.5	22	77.3	11	6.4	24	PD
X-20508	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-33.1	49	-20.92222222	28	70	70	SD-->PD
X-20689	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-33.2	9	-21.9	12	71.37423313	115	SD-->PD
X-2081	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	156.5	21	27.1	14	19.1	28	PD
X-2081	BKM120 + LDE225	"panPI3K,SMO"	combo	-35.6	36	-9.8	40	62.6	82	SD-->PD
X-2081	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-61.2	11	-35	29	52.1	53	PR-->PD
X-2081	BYL719	PIK3CA	single	0	15	2.4	15	27	42	SD-->PD
X-2081	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	167.3	20	59.9	13	10.3	34	PD
X-2081	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	359.7	22	52	11	11.1	32	PD
X-2081	HDM201	MDM2	single	526	22	84.8	11	6.2	28	PD
X-2081	figitumumab	IGF1R	single	554	13	224.5	13	4.5	13	PD
X-2081	figitumumab + binimetinib	"IGF1R,MAPK"	combo	290.6	20	78.5	13	8.4	27	PD
X-2081	gemcitabine-50mpk	chemotherapy	single	95.4	24	40.8	14	24.7	37	PD
X-2081	INC424 + binimetinib	"JAK,MAPK"	combo	-3.4	25	15.4	31	84	84	SD-->PD
X-2081	LEE011	"CDK4,CDK6,CDK4/6"	single	245.6	20	68.7	14	8.5	27	PD
X-2081	WNT974	PORCN	single	357.3	20	86.3	11	6.2	20	PD
X-2081	LKA136	"NTRK1,NTRK2,NTRK3"	single	645.7	18	134.5	11	5	18	PD
X-2081	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-50.8	17	-24.3	21	51	51	PR-->PD
X-2081	binimetinib-3.5mpk	MAPK	single	152.4	24	67.3	11	5.5	24	PD
X-2081	trametinib	MAPK	single	192.4	27	92.8	13	4.7	30	PD
X-2081	untreated	"UNKNOWN,Untreated"	single	697.6	22	116.3	11	5.6	22	PD
X-20810	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-59.6	9	-41.96666667	16	70	70	PR-->PD
X-2082	BGJ398	FGFR	single	113.8	19	10.9	11	17.4	19	PD
X-2082	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	170.3	22	26.8	11	14.3	37	PD
X-2082	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-29.6	32	-9.3	37	62.9	100	SD-->PD
X-2082	BYL719	PIK3CA	single	-3.1	21	3.9	21	35.1	42	SD-->PD
X-2082	BYL719 + LGH447	"PIK3CA,PIM"	combo	212.5	26	20	12	17.7	26	PD
X-2082	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	22.1	21	2.4	14	35.6	61	SD-->PD
X-2082	cetuximab	EGFR	single	69.1	21	28.2	11	25.5	47	PD
X-2082	CGM097	MDM2	single	99.5	26	9.3	11	20.5	47	PD
X-2082	CKX620	MAPK	single	-67.5	21	-52	35	102	102	PR-->PD
X-2082	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	142.6	22	29.9	11	19.8	37	PD
X-2082	HDM201	MDM2	single	196.3	22	67.6	11	6.1	43	PD
X-2082	erlotinib	EGFR	single	-27.6	12	1.2	14	41.6	47	SD-->PD
X-2082	HSP990	HSP90	single	16.7	32	4.2	11	32	32	SD-->PD
X-2082	INC280	MET	single	113.3	22	48	11	13.4	37	PD
X-2082	LCL161 + paclitaxel	"BIRC2,TUBB,Tubulin"	combo	-61	21	-30.4	26	50	89	PR-->PD
X-2082	LEE011	"CDK4,CDK6,CDK4/6"	single	-100	72	-63.9	100	100	100	CR
X-2082	LGH447	PIM	single	98.3	21	10.2	11	21	32	PD
X-2082	LLM871	FGFR2/4	single	424.7	21	104.9	11	5.4	25	PD
X-2082	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-77.1	39	-61.3	60	100	100	PR-->-->PD
X-2082	paclitaxel	Tubulin	single	301.5	21	71.6	11	7.7	26	PD
X-2082	untreated	"UNKNOWN,Untreated"	single	66.2	21	29.2	11	24.1	45	PD
X-2082	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-63.1	38	-44.96666667	97	145	145	PR-->-->PD
X-2088	BGJ398	FGFR	single	431.2	18	109.1	14	11.2	18	PD
X-2088	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	414.7	23	88.5	11	6.1	23	PD
X-2088	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	316.8	11	139.5	11	7	11	PD
X-2088	BYL719	PIK3CA	single	341.3	20	146.6	15	4.4	22	PD
X-2088	BYL719 + LGH447	"PIK3CA,PIM"	combo	-48.1	91	-17.9	21	127	127	SD-->PD
X-2088	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	177.8	12	64.1	12	9.2	12	PD
X-2088	cetuximab	EGFR	single	1075.6	11	473.5	11	7	11	PD
X-2088	CGM097	MDM2	single	749.6	15	148.7	11	4.9	15	PD
X-2088	CKX620	MAPK	single	-69	49	-18.9	55	55	55	SD-->PD
X-2088	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	332.4	11	154.6	11	7	11	PD
X-2088	HDM201	MDM2	single	257.9	24	69.6	15	5.8	28	PD
X-2088	erlotinib	EGFR	single	160.5	8	93.6	8	4	8	PD
X-2088	HSP990	HSP90	single	5.6	11	8.6	11	19.5	26	SD-->PD
X-2088	INC280	MET	single	195.6	11	109.6	11	7	11	PD
X-2088	LCL161 + paclitaxel	"BIRC2,TUBB,Tubulin"	combo	-95	14	-62.4	14	54.7	60	PR-->PD
X-2088	LEE011	"CDK4,CDK6,CDK4/6"	single	225.6	8	102.2	8	4.5	8	PD
X-2088	LGH447	PIM	single	-100	71	-55.7	128	7.1	128	CR
X-2088	LLM871	FGFR2/4	single	-100	21	-90.3	117	117	117	CR
X-2088	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	266.7	11	160.9	11	7	11	PD
X-2088	untreated	"UNKNOWN,Untreated"	single	477.6	11	243.8	11	7	11	PD
X-2088	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	765.8	5	392.0666667	5	4	5	PD
X-2094	BGJ398	FGFR	single	364.1	21	105.4	14	4	24	PD
X-2094	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	315.1	21	62.2	14	10.7	24	PD
X-2094	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	35.7	24	21.7	14	33.5	82	PD
X-2094	BYL719	PIK3CA	single	147.4	21	60.2	14	11.3	31	PD
X-2094	BYL719 + LGH447	"PIK3CA,PIM"	combo	124.6	21	12.6	14	17.7	31	PD
X-2094	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	115.1	28	75.9	14	9.5	46	PD
X-2094	cetuximab	EGFR	single	231.6	24	88.1	14	7	31	PD
X-2094	CGM097	MDM2	single	367.1	21	128.6	14	4.7	24	PD
X-2094	CKX620	MAPK	single	-29.6	35	24	40	7.5	82	SD-->PD
X-2094	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	73.9	28	27.8	14	20.6	61	PD
X-2094	HDM201	MDM2	single	360.9	21	135	14	5.1	24	PD
X-2094	erlotinib	EGFR	single	494.3	20	102.9	13	6.3	20	PD
X-2094	HSP990	HSP90	single	141.6	28	109.3	14	4.2	61	PD
X-2094	INC280	MET	single	711.9	17	187.1	14	4	17	PD
X-2094	LCL161 + paclitaxel	"BIRC2,TUBB,Tubulin"	combo	292.1	21	80.8	14	6.8	46	PD
X-2094	LEE011	"CDK4,CDK6,CDK4/6"	single	215.7	21	64.9	14	11.5	38	PD
X-2094	LGH447	PIM	single	125.3	21	91.4	14	4	31	PD
X-2094	LLM871	FGFR2/4	single	373.2	17	143	14	4	17	PD
X-2094	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-100	35	-71.1	49	49	49	CR
X-2094	paclitaxel	Tubulin	single	-15.1	10	-7	14	40.9	61	SD-->PD
X-2094	untreated	"UNKNOWN,Untreated"	single	592.8	17	151.4	14	5.4	17	PD
X-2094	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-51.8	25	-17.14545455	32	45.069869	57	SD-->PD
X-2127	LFW527 + everolimus	"IGF1R,MTOR"	combo	27.6	23	24.42	14	16.8526149	27	SD-->PD
X-2145	5FU	chemotherapy	single	89.4	41	41.5	13	18	41	PD
X-2145	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-12.5	10	-5.1	19	60.9	75	SD-->PD
X-2145	BKM120 + LJC049	"panPI3K,TNKS"	combo	0.5	15	6.2	15	45.9	54	SD-->PD
X-2145	BYL719	PIK3CA	single	115.3	24	44	13	18.9	40	PD
X-2145	BYL719 + cetuximab	"PIK3CA,EGFR"	combo	158.7	24	6.8	13	17.4	40	PD
X-2145	BYL719 + cetuximab + encorafenib	"PIK3CA,EGFR,BRAF"	combo	-57	46	-32.4	61	100	100	PR-->-->PD
X-2145	BYL719 + encorafenib	"PIK3CA,BRAF"	combo	-82.2	37	-61.4	48	48	48	PR
X-2145	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	157.1	24	1.1	13	19.9	40	PD
X-2145	BYL719 + binimetinib	"PIK3CA,MAPK"	combo	-68.3	46	-49.8	77	95	95	PR
X-2145	cetuximab	EGFR	single	292.9	20	79.4	15	7.9	36	PD
X-2145	cetuximab + encorafenib	"EGFR,BRAF"	combo	-15.1	19	-4.4	35	55.7	60	SD-->PD
X-2145	CGM097	MDM2	single	-42.3	19	-16.5	28	63	63	SD-->PD
X-2145	CKX620	MAPK	single	-43.7	77	-20.4	98	98	98	SD-->PD
X-2145	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	13.1	24	24.5	28	46	52	SD
X-2145	HDM201	MDM2	single	-23.4	9	-18	30	75.2	79	SD-->PD
X-2145	LEE011	"CDK4,CDK6,CDK4/6"	single	56.6	28	51	12	45	45	PD
X-2145	encorafenib	BRAF	single	-10.3	14	0.3	19	56.8	63	SD-->PD
X-2145	LJC049	TNKS	single	105.7	14	42.9	11	10.6	14	PD
X-2145	LKA136	"NTRK1,NTRK2,NTRK3"	single	359.4	24	98.8	13	5	40	PD
X-2145	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-44.6	39	-27.4	45	91	91	SD-->PD
X-2145	untreated	"UNKNOWN,Untreated"	single	192.6	24	83	13	6.5	40	PD
X-2145	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	-12.5	17	-4.016666667	17	46	46	SD-->PD
X-21617	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	436.3	8	214.55	8	2.582561482	8	PD
X-2163	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-7.8	13	5.4	13	45.9	55	SD-->PD
X-2163	BKM120 + encorafenib	"panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	62.1	22	7	14	30	30	PD
X-2163	CGM097	MDM2	single	120.9	26	61.8	12	5.9	30	PD
X-2163	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	52.7	20	10	12	27.7	37	PD
X-2163	dacarbazine	chemotherapy	single	-26.6	14	-11.6	14	14	14	SD
X-2163	LDE225	SMO	single	3.4	10	3.5	13	32	32	SD-->PD
X-2163	LDK378	ALK	single	-24.5	35	-12.7	13	62	62	SD-->PD
X-2163	LEE011	"CDK4,CDK6,CDK4/6"	single	2.6	9	3.1	9	9	9	SD
X-2163	LEE011 + encorafenib	"CDK4/6,BRAF,BRAF,CDK4,CDK6"	combo	-33.4	14	-11.1	17	56	56	SD-->PD
X-2163	LEE011 + binimetinib	"CDK4,CDK6,MAP2K1,MAP2K2,CDK4/6,MAPK"	combo	-60.3	118	-30.7	201	218.4	242	PR-->-->PD
X-2163	WNT974	PORCN	single	33.4	21	32.9	11	21	21	PD
X-2163	LGW813	IAP	single	138.5	23	70.4	13	7.6	35	PD
X-2163	encorafenib	BRAF	single	89.6	26	22.1	12	27	30	PD
X-2163	encorafenib + binimetinib	"BRAF,MAP2K1,MAP2K2,MAPK"	combo	100.3	22	20.7	14	22	30	PD
X-2163	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-17.6	9	-13.8	12	54	58	SD-->PD
X-2163	TAS266	DR5	single	29.1	19	19.3	12	30	30	SD
X-2163	untreated	"UNKNOWN,Untreated"	single	183.8	23	70.8	12	10.9	30	PD
X-2182	5FU	chemotherapy	single	120.8	15	60.3	15	12.9	15	PD
X-2182	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	627.3	16	161.6	13	6.5	16	PD
X-2182	BKM120 + LJC049	"panPI3K,TNKS"	combo	516.5	15	240.6	15	3	15	PD
X-2182	BYL719	PIK3CA	single	630.9	15	239.2	15	5.1	15	PD
X-2182	BYL719 + cetuximab	"PIK3CA,EGFR"	combo	188.4	21	44.4	11	13.4	28	PD
X-2182	BYL719 + cetuximab + encorafenib	"PIK3CA,EGFR,BRAF"	combo	458.1	20	123.2	14	7.2	21	PD
X-2182	BYL719 + encorafenib	"PIK3CA,BRAF"	combo	487.6	22	112.3	15	8.6	24	PD
X-2182	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	651.1	18	120.3	15	8	18	PD
X-2182	BYL719 + binimetinib	"PIK3CA,MAPK"	combo	570.4	18	166.6	15	4.3	18	PD
X-2182	cetuximab	EGFR	single	291.2	20	81.7	13	8	27	PD
X-2182	cetuximab + encorafenib	"EGFR,BRAF"	combo	358.2	20	98.4	14	7.6	21	PD
X-2182	CGM097	MDM2	single	655	13	257.2	13	4	13	PD
X-2182	CKX620	MAPK	single	170.7	21	29.4	13	18.5	27	PD
X-2182	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	192.5	22	68.6	15	9.3	24	PD
X-2182	HDM201	MDM2	single	361	18	162.3	13	3.5	18	PD
X-2182	LEE011	"CDK4,CDK6,CDK4/6"	single	553.9	18	181.5	13	4.4	18	PD
X-2182	encorafenib	BRAF	single	755.5	10	304	10	3	10	PD
X-2182	LJC049	TNKS	single	842.2	7	386.9	7	3	7	PD
X-2182	LKA136	"NTRK1,NTRK2,NTRK3"	single	823.9	18	183.1	15	4.9	18	PD
X-2182	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	490.6	16	172.4	13	5.4	16	PD
X-2182	untreated	"UNKNOWN,Untreated"	single	336.3	21	55.2	12	10.6	21	PD
X-2182	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	423.3	18	112.86	13	5.524495677	18	PD
X-2195	BGJ398	FGFR	single	133.6	34	20.9	12	24	37	PD
